suite_id,graph_family,scenario_id,metric_kind,n_services,n_edges,n_instances,theta,rho,k_edges,degree,replicas,exact_availability,mc_estimate,mc_abs_error,ci_half_width,note
stochastic_connectivity_synthetic,chain,k=128:q=0.999,scale_closed_form,129,128,129,0.999,0.999,128,,,0.773268776042,,,,uniform theta=rho=q closed-form chain
stochastic_connectivity_synthetic,chain,k=256:q=0.999,scale_closed_form,257,256,257,0.999,0.999,256,,,0.598543143144,,,,uniform theta=rho=q closed-form chain
stochastic_connectivity_synthetic,fanout,d=16:q=0.999,scale_closed_form,17,16,17,0.999,0.999,,16,,0.967522584684,,,,uniform theta=rho=q mandatory fan-out
stochastic_connectivity_synthetic,fanout,d=32:q=0.999,scale_closed_form,33,32,33,0.999,0.999,,32,,0.937036988862,,,,uniform theta=rho=q mandatory fan-out
stochastic_connectivity_synthetic,fanout,d=64:q=0.999,scale_closed_form,65,64,65,0.999,0.999,,64,,0.878917235731,,,,uniform theta=rho=q mandatory fan-out
stochastic_connectivity_synthetic,fanout,d=128:q=0.999,scale_closed_form,129,128,129,0.999,0.999,,128,,0.773268776042,,,,uniform theta=rho=q mandatory fan-out
stochastic_connectivity_synthetic,replicated_bottleneck,R=1:theta=0.9:rho=0.95,scale_closed_form,2,1,2,0.9,0.95,,,1,0.855,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=2:theta=0.9:rho=0.95,scale_closed_form,2,1,3,0.9,0.95,,,2,0.9405,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=4:theta=0.9:rho=0.95,scale_closed_form,2,1,5,0.9,0.95,,,4,0.949905,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=8:theta=0.9:rho=0.95,scale_closed_form,2,1,9,0.9,0.95,,,8,0.9499999905,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=16:theta=0.9:rho=0.95,scale_closed_form,2,1,17,0.9,0.95,,,16,0.95,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=32:theta=0.9:rho=0.95,scale_closed_form,2,1,33,0.9,0.95,,,32,0.95,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,replicated_bottleneck,R=64:theta=0.9:rho=0.95,scale_closed_form,2,1,65,0.9,0.95,,,64,0.95,,,,replicated target remains bounded by the required edge
stochastic_connectivity_synthetic,chain,k=32:q=0.99:mc,scale_sentinel_mc,33,32,33,0.99,0.99,32,,,0.52034052265,0.52192,0.00157947734969,0.00437839910573,sentinel Bernoulli Monte Carlo check from closed-form probability with N=50000
stochastic_connectivity_synthetic,chain,k=128:q=0.995:mc,scale_sentinel_mc,129,128,129,0.995,0.995,128,,,0.275760305576,0.27502,0.00074030557607,0.00391388662066,sentinel Bernoulli Monte Carlo check from closed-form probability with N=50000
stochastic_connectivity_synthetic,fanout,d=64:q=0.995:mc,scale_sentinel_mc,65,64,65,0.995,0.995,,64,,0.523814379383,0.52586,0.0020456206172,0.00437674712438,sentinel Bernoulli Monte Carlo check from closed-form probability with N=50000
stochastic_connectivity_synthetic,bottleneck,R=64:theta=0.9:rho=0.95:mc,scale_sentinel_mc,2,1,65,0.9,0.95,,,64,0.95,0.94954,0.00046,0.001918639336,sentinel Bernoulli Monte Carlo check from closed-form probability with N=50000
