suite_id,family,scenario_id,metric_kind,n_services,n_edges,n_instances,theta,rho,k_edges,degree,replicas,exact_availability,mc_estimate,mc_abs_error,ci_half_width,baseline_availability,reference_availability,gap,signed_bias,note
stochastic_connectivity_synthetic,Synchronous chain,k=2:theta=0.99:rho=0.95,oracle_mc,,,,0.99,0.95,2,,,0.8756948475,0.875565,0.0001298475,0.00144660034918,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=2:theta=0.99:rho=0.99,oracle_mc,,,,0.99,0.99,2,,,0.9509900499,0.95075,0.0002400499,0.000948351592128,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.9:rho=0.9,oracle_mc,,,,0.9,0.9,4,,,0.387420489,0.38774,0.000319511,0.00213536116323,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.9:rho=0.95,oracle_mc,,,,0.9,0.95,4,,,0.480957795563,0.48055,0.0004077955625,0.00218964777042,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.9:rho=0.99,oracle_mc,,,,0.9,0.99,4,,,0.567222337945,0.56696,0.0002623379449,0.00217156738394,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.95:rho=0.9,oracle_mc,,,,0.95,0.9,4,,,0.507677673094,0.506825,0.00085267309375,0.00219110219709,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.95:rho=0.95,oracle_mc,,,,0.95,0.95,4,,,0.630249409725,0.629085,0.00116440972461,0.00211701997864,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.95:rho=0.99,oracle_mc,,,,0.95,0.99,4,,,0.743290881177,0.74457,0.00127911882344,0.00191126898231,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.99:rho=0.9,oracle_mc,,,,0.99,0.9,4,,,0.623944571739,0.624235,0.00029042826061,0.00212258609011,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.99:rho=0.95,oracle_mc,,,,0.99,0.95,4,,,0.774587339331,0.77501,0.000422660668638,0.00183007274917,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=4:theta=0.99:rho=0.99,oracle_mc,,,,0.99,0.99,4,,,0.913517247484,0.914715,0.00119775251636,0.00122408709829,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.9:rho=0.9,oracle_mc,,,,0.9,0.9,8,,,0.166771816997,0.167315,0.000543183003334,0.00163584029857,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.9:rho=0.95,oracle_mc,,,,0.9,0.95,8,,,0.257022667903,0.25792,0.000897332097401,0.00191734809689,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.9:rho=0.99,oracle_mc,,,,0.9,0.99,8,,,0.357490200737,0.356895,0.00059520073742,0.00209963724532,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.95:rho=0.9,oracle_mc,,,,0.95,0.9,8,,,0.271301705008,0.271685,0.000383294991701,0.00194951037638,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.95:rho=0.95,oracle_mc,,,,0.95,0.95,8,,,0.418120335219,0.417465,0.000655335219177,0.0021612456905,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.95:rho=0.99,oracle_mc,,,,0.95,0.99,8,,,0.58155929899,0.581795,0.000235701010289,0.00216178597978,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.99:rho=0.9,oracle_mc,,,,0.99,0.9,8,,,0.393239220811,0.393215,2.42208111623e-05,0.00214074801306,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.99:rho=0.95,oracle_mc,,,,0.99,0.95,8,,,0.606046006316,0.60627,0.000223993684406,0.00214124018821,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Synchronous chain,k=8:theta=0.99:rho=0.99,oracle_mc,,,,0.99,0.99,8,,,0.842943193384,0.843525,0.000581806616073,0.00159222541774,,,,,path closed form with node and edge states
stochastic_connectivity_synthetic,Fan-out,d=1:theta=0.97:rho=0.95,oracle_mc,,,,0.97,0.95,,1,,0.893855,0.89484,0.000985,0.00134440796399,,,,,mandatory AND fan-out product oracle
stochastic_connectivity_synthetic,Fan-out,d=2:theta=0.97:rho=0.95,oracle_mc,,,,0.97,0.95,,2,,0.8236873825,0.824285,0.0005976175,0.00166792381627,,,,,mandatory AND fan-out product oracle
stochastic_connectivity_synthetic,Fan-out,d=4:theta=0.97:rho=0.95,oracle_mc,,,,0.97,0.95,,4,,0.69944423102,0.700405,0.000960768979689,0.00200758985592,,,,,mandatory AND fan-out product oracle
stochastic_connectivity_synthetic,Fan-out,d=8:theta=0.97:rho=0.95,oracle_mc,,,,0.97,0.95,,8,,0.504352816812,0.50405,0.000302816811952,0.00219123446446,,,,,mandatory AND fan-out product oracle
stochastic_connectivity_synthetic,Fan-out,d=12:theta=0.97:rho=0.95,oracle_mc,,,,0.97,0.95,,12,,0.363676977441,0.364855,0.0011780225588,0.00210974363879,,,,,mandatory AND fan-out product oracle
stochastic_connectivity_synthetic,Replicated bottleneck,R=1:rho=0.82,oracle_mc,,,,0.9,0.82,,,1,0.738,0.737505,0.000495,0.00192830663408,,,0.082,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Replicated bottleneck,R=2:rho=0.82,oracle_mc,,,,0.9,0.82,,,2,0.8118,0.811705,9.5e-05,0.00171337173312,,,0.0082,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Replicated bottleneck,R=3:rho=0.82,oracle_mc,,,,0.9,0.82,,,3,0.81918,0.81949,0.00031,0.00168560400885,,,0.00082,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Replicated bottleneck,R=5:rho=0.82,oracle_mc,,,,0.9,0.82,,,5,0.8199918,0.82005,5.82e-05,0.00168356227335,,,8.20000000001e-06,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Replicated bottleneck,R=8:rho=0.82,oracle_mc,,,,0.9,0.82,,,8,0.8199999918,0.820705,0.0007050082,0.00168116647958,,,8.20000001234e-09,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Replicated bottleneck,R=12:rho=0.82,oracle_mc,,,,0.9,0.82,,,12,0.819999999999,0.819345,0.00065499999918,0.00168613168731,,,8.20010725988e-13,,single required logical edge bounds replicated target
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5000:rho=0.5000,heatmap_exact,,,,0.5,0.5,,,3,0.4375,,,,0.25,,0.1875,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5084:rho=0.5000,heatmap_exact,,,,0.508389830508,0.5,,,3,0.440593689776,,,,0.254194915254,,0.186398774521,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5168:rho=0.5000,heatmap_exact,,,,0.516779661017,0.5,,,3,0.443583567329,,,,0.258389830508,,0.185193736821,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5252:rho=0.5000,heatmap_exact,,,,0.525169491525,0.5,,,3,0.446471404322,,,,0.262584745763,,0.18388665856,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5336:rho=0.5000,heatmap_exact,,,,0.533559322034,0.5,,,3,0.449258972417,,,,0.266779661017,,0.1824793114,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5419:rho=0.5000,heatmap_exact,,,,0.541949152542,0.5,,,3,0.451948043275,,,,0.270974576271,,0.180973467003,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5503:rho=0.5000,heatmap_exact,,,,0.550338983051,0.5,,,3,0.454540388557,,,,0.275169491525,,0.179370897032,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5587:rho=0.5000,heatmap_exact,,,,0.558728813559,0.5,,,3,0.457037779927,,,,0.27936440678,,0.177673373147,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5671:rho=0.5000,heatmap_exact,,,,0.567118644068,0.5,,,3,0.459441989045,,,,0.283559322034,,0.175882667011,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5755:rho=0.5000,heatmap_exact,,,,0.575508474576,0.5,,,3,0.461754787573,,,,0.287754237288,,0.174000550285,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5839:rho=0.5000,heatmap_exact,,,,0.583898305085,0.5,,,3,0.463977947173,,,,0.291949152542,,0.172028794631,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5923:rho=0.5000,heatmap_exact,,,,0.592288135593,0.5,,,3,0.466113239508,,,,0.296144067797,,0.169969171711,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6007:rho=0.5000,heatmap_exact,,,,0.600677966102,0.5,,,3,0.468162436237,,,,0.300338983051,,0.167823453187,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6091:rho=0.5000,heatmap_exact,,,,0.60906779661,0.5,,,3,0.470127309025,,,,0.304533898305,,0.16559341072,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6175:rho=0.5000,heatmap_exact,,,,0.617457627119,0.5,,,3,0.472009629531,,,,0.308728813559,,0.163280815972,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6258:rho=0.5000,heatmap_exact,,,,0.625847457627,0.5,,,3,0.473811169419,,,,0.312923728814,,0.160887440605,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6342:rho=0.5000,heatmap_exact,,,,0.634237288136,0.5,,,3,0.475533700349,,,,0.317118644068,,0.158415056281,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6426:rho=0.5000,heatmap_exact,,,,0.642627118644,0.5,,,3,0.477178993984,,,,0.321313559322,,0.155865434662,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6510:rho=0.5000,heatmap_exact,,,,0.651016949153,0.5,,,3,0.478748821985,,,,0.325508474576,,0.153240347409,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6594:rho=0.5000,heatmap_exact,,,,0.659406779661,0.5,,,3,0.480244956015,,,,0.329703389831,,0.150541566184,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6678:rho=0.5000,heatmap_exact,,,,0.667796610169,0.5,,,3,0.481669167734,,,,0.333898305085,,0.147770862649,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6762:rho=0.5000,heatmap_exact,,,,0.676186440678,0.5,,,3,0.483023228805,,,,0.338093220339,,0.144930008466,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6846:rho=0.5000,heatmap_exact,,,,0.684576271186,0.5,,,3,0.484308910889,,,,0.342288135593,,0.142020775296,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6930:rho=0.5000,heatmap_exact,,,,0.692966101695,0.5,,,3,0.485527985649,,,,0.346483050847,,0.139044934801,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7014:rho=0.5000,heatmap_exact,,,,0.701355932203,0.5,,,3,0.486682224745,,,,0.350677966102,,0.136004258644,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7097:rho=0.5000,heatmap_exact,,,,0.709745762712,0.5,,,3,0.487773399841,,,,0.354872881356,,0.132900518485,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7181:rho=0.5000,heatmap_exact,,,,0.71813559322,0.5,,,3,0.488803282597,,,,0.35906779661,,0.129735485987,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7265:rho=0.5000,heatmap_exact,,,,0.726525423729,0.5,,,3,0.489773644676,,,,0.363262711864,,0.126510932811,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7349:rho=0.5000,heatmap_exact,,,,0.734915254237,0.5,,,3,0.490686257738,,,,0.367457627119,,0.123228630619,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7433:rho=0.5000,heatmap_exact,,,,0.743305084746,0.5,,,3,0.491542893447,,,,0.371652542373,,0.119890351074,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7517:rho=0.5000,heatmap_exact,,,,0.751694915254,0.5,,,3,0.492345323463,,,,0.375847457627,,0.116497865836,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7601:rho=0.5000,heatmap_exact,,,,0.760084745763,0.5,,,3,0.493095319449,,,,0.380042372881,,0.113052946567,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7685:rho=0.5000,heatmap_exact,,,,0.768474576271,0.5,,,3,0.493794653066,,,,0.384237288136,,0.10955736493,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7769:rho=0.5000,heatmap_exact,,,,0.77686440678,0.5,,,3,0.494445095976,,,,0.38843220339,,0.106012892586,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7853:rho=0.5000,heatmap_exact,,,,0.785254237288,0.5,,,3,0.495048419841,,,,0.392627118644,,0.102421301197,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7936:rho=0.5000,heatmap_exact,,,,0.793644067797,0.5,,,3,0.495606396322,,,,0.396822033898,,0.0987843624242,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8020:rho=0.5000,heatmap_exact,,,,0.802033898305,0.5,,,3,0.496120797082,,,,0.401016949153,,0.0951038479299,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8104:rho=0.5000,heatmap_exact,,,,0.810423728814,0.5,,,3,0.496593393783,,,,0.405211864407,,0.0913815293759,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8188:rho=0.5000,heatmap_exact,,,,0.818813559322,0.5,,,3,0.497025958085,,,,0.409406779661,,0.0876191784238,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8272:rho=0.5000,heatmap_exact,,,,0.827203389831,0.5,,,3,0.497420261651,,,,0.413601694915,,0.0838185667355,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8356:rho=0.5000,heatmap_exact,,,,0.835593220339,0.5,,,3,0.497778076142,,,,0.417796610169,,0.0799814659727,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8440:rho=0.5000,heatmap_exact,,,,0.843983050847,0.5,,,3,0.498101173221,,,,0.421991525424,,0.0761096477972,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8524:rho=0.5000,heatmap_exact,,,,0.852372881356,0.5,,,3,0.498391324549,,,,0.426186440678,,0.0722048838708,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8608:rho=0.5000,heatmap_exact,,,,0.860762711864,0.5,,,3,0.498650301787,,,,0.430381355932,,0.0682689458553,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8692:rho=0.5000,heatmap_exact,,,,0.869152542373,0.5,,,3,0.498879876599,,,,0.434576271186,,0.0643036054124,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8775:rho=0.5000,heatmap_exact,,,,0.877542372881,0.5,,,3,0.499081820645,,,,0.438771186441,,0.060310634204,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8859:rho=0.5000,heatmap_exact,,,,0.88593220339,0.5,,,3,0.499257905587,,,,0.442966101695,,0.0562918038918,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.8943:rho=0.5000,heatmap_exact,,,,0.894322033898,0.5,,,3,0.499409903087,,,,0.447161016949,,0.0522488861376,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9027:rho=0.5000,heatmap_exact,,,,0.902711864407,0.5,,,3,0.499539584807,,,,0.451355932203,,0.0481836526032,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9111:rho=0.5000,heatmap_exact,,,,0.911101694915,0.5,,,3,0.499648722408,,,,0.455550847458,,0.0440978749504,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9195:rho=0.5000,heatmap_exact,,,,0.919491525424,0.5,,,3,0.499739087553,,,,0.459745762712,,0.0399933248409,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9279:rho=0.5000,heatmap_exact,,,,0.927881355932,0.5,,,3,0.499812451903,,,,0.463940677966,,0.0358717739365,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9363:rho=0.5000,heatmap_exact,,,,0.936271186441,0.5,,,3,0.499870587119,,,,0.46813559322,,0.0317349938991,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9447:rho=0.5000,heatmap_exact,,,,0.944661016949,0.5,,,3,0.499915264865,,,,0.472330508475,,0.0275847563903,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9531:rho=0.5000,heatmap_exact,,,,0.953050847458,0.5,,,3,0.499948256801,,,,0.476525423729,,0.023422833072,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9614:rho=0.5000,heatmap_exact,,,,0.961440677966,0.5,,,3,0.499971334589,,,,0.480720338983,,0.019250995606,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9698:rho=0.5000,heatmap_exact,,,,0.969830508475,0.5,,,3,0.499986269891,,,,0.484915254237,,0.015071015654,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9782:rho=0.5000,heatmap_exact,,,,0.978220338983,0.5,,,3,0.499994834369,,,,0.489110169492,,0.0108846648778,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9866:rho=0.5000,heatmap_exact,,,,0.986610169492,0.5,,,3,0.499998799685,,,,0.493305084746,,0.00669371493921,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.9950:rho=0.5000,heatmap_exact,,,,0.995,0.5,,,3,0.4999999375,,,,0.4975,,0.0024999375,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5000:rho=0.5084,heatmap_exact,,,,0.5,0.508389830508,,,3,0.444841101695,,,,0.254194915254,,0.190646186441,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5084:rho=0.5084,heatmap_exact,,,,0.508389830508,0.508389830508,,,3,0.447986702536,,,,0.258460219764,,0.189526482772,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5168:rho=0.5084,heatmap_exact,,,,0.516779661017,0.508389830508,,,3,0.451026749222,,,,0.262725524275,,0.188301224947,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5252:rho=0.5084,heatmap_exact,,,,0.525169491525,0.508389830508,,,3,0.453963043141,,,,0.266990828785,,0.186972214356,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5336:rho=0.5084,heatmap_exact,,,,0.533559322034,0.508389830508,,,3,0.456797385683,,,,0.271256133295,,0.185541252388,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5419:rho=0.5084,heatmap_exact,,,,0.541949152542,0.508389830508,,,3,0.459531578238,,,,0.275521437805,,0.184010140433,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5503:rho=0.5084,heatmap_exact,,,,0.550338983051,0.508389830508,,,3,0.462167422196,,,,0.279786742315,,0.18238067988,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5587:rho=0.5084,heatmap_exact,,,,0.558728813559,0.508389830508,,,3,0.464706718946,,,,0.284052046826,,0.18065467212,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5671:rho=0.5084,heatmap_exact,,,,0.567118644068,0.508389830508,,,3,0.467151269878,,,,0.288317351336,,0.178833918542,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5755:rho=0.5084,heatmap_exact,,,,0.575508474576,0.508389830508,,,3,0.469502876381,,,,0.292582655846,,0.176920220535,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5839:rho=0.5084,heatmap_exact,,,,0.583898305085,0.508389830508,,,3,0.471763339846,,,,0.296847960356,,0.17491537949,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.5923:rho=0.5084,heatmap_exact,,,,0.592288135593,0.508389830508,,,3,0.473934461662,,,,0.301113264866,,0.172821196796,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6007:rho=0.5084,heatmap_exact,,,,0.600677966102,0.508389830508,,,3,0.476018043218,,,,0.305378569377,,0.170639473842,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6091:rho=0.5084,heatmap_exact,,,,0.60906779661,0.508389830508,,,3,0.478015885905,,,,0.309643873887,,0.168372012018,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6175:rho=0.5084,heatmap_exact,,,,0.617457627119,0.508389830508,,,3,0.479929791112,,,,0.313909178397,,0.166020612715,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6258:rho=0.5084,heatmap_exact,,,,0.625847457627,0.508389830508,,,3,0.481761560228,,,,0.318174482907,,0.16358707732,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6342:rho=0.5084,heatmap_exact,,,,0.634237288136,0.508389830508,,,3,0.483512994643,,,,0.322439787417,,0.161073207226,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6426:rho=0.5084,heatmap_exact,,,,0.642627118644,0.508389830508,,,3,0.485185895747,,,,0.326705091928,,0.15848080382,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6510:rho=0.5084,heatmap_exact,,,,0.651016949153,0.508389830508,,,3,0.48678206493,,,,0.330970396438,,0.155811668493,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6594:rho=0.5084,heatmap_exact,,,,0.659406779661,0.508389830508,,,3,0.488303303582,,,,0.335235700948,,0.153067602634,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6678:rho=0.5084,heatmap_exact,,,,0.667796610169,0.508389830508,,,3,0.489751413091,,,,0.339501005458,,0.150250407632,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6762:rho=0.5084,heatmap_exact,,,,0.676186440678,0.508389830508,,,3,0.491128194847,,,,0.343766309968,,0.147361884879,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6846:rho=0.5084,heatmap_exact,,,,0.684576271186,0.508389830508,,,3,0.492435450241,,,,0.348031614479,,0.144403835763,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.6930:rho=0.5084,heatmap_exact,,,,0.692966101695,0.508389830508,,,3,0.493674980662,,,,0.352296918989,,0.141378061673,,gain from target replication
stochastic_connectivity_synthetic,Node vs. edge sensitivity,theta=0.7014:rho=0.5084,heatmap_exact,,,,0.701355932203,0.508389830508,,,3,0.4948485875,,,,0.356562223499,,0.138286364001,,gain from target replication
